user_id,school_id,student_partner_org_id,grade_level_id,created_at,updated_at
f49e230a-236b-47af-870b-70b488a68af3,,,2,2025-02-22 20:50:52.586,2025-02-22 20:50:52.586
0f31e52e-15ad-4ef7-8a97-2bb6f7f64389,,,2,2024-10-31 20:50:52.586,2024-10-31 20:50:52.586
7b95f4a3-5866-45c3-9b92-51f1c78905a9,0180b96e-0fe9-be8b-020c-5c6375afda17,,3,2025-06-07 20:50:52.586,2025-06-07 20:50:52.586
2ed78b2d-218f-4145-9df1-3d488cf01333,0180b96e-0fe9-e7ec-df77-d64d1862ba24,,6,2025-09-18 20:50:52.586,2025-09-18 20:50:52.586
3409dd17-affa-4de3-9e81-261d5dd96163,0180b96e-0fe9-2a80-24d8-fb5c3322324e,0180b96e-0f8c-fefb-d2cd-d565a7467abe,2,2025-05-13 20:50:52.586,2025-05-13 20:50:52.586
c52d45d4-ee5c-4c0f-ad8d-cd290754ce75,,0180b96e-0f8c-fefb-d2cd-d565a7467abe,3,2024-12-01 20:50:52.586,2024-12-01 20:50:52.586
1693a99e-1bc2-416c-a85a-250249503203,,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,1,2025-06-22 20:50:52.586,2025-06-22 20:50:52.586
e7a6a388-1b0b-45a9-889a-acb4201a2709,0180b96e-0fe9-e7ec-df77-d64d1862ba24,,3,2025-05-29 20:50:52.586,2025-05-29 20:50:52.586
1117e815-5d80-448d-9b78-cbe3b2333347,0180b96e-0fe9-e7ec-df77-d64d1862ba24,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,4,2025-09-06 20:50:52.586,2025-09-06 20:50:52.586
2b0c65d0-fb69-4946-9458-983d7d044eea,,,4,2025-03-27 20:50:52.586,2025-03-27 20:50:52.586
fa3cf6cc-a5c1-4b46-ba5f-e78b2fdfab3f,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,5,2025-08-11 20:50:52.586,2025-08-11 20:50:52.586
042b3999-b2a3-4b06-852e-6f30e85d50bd,0180b96e-0fe9-be8b-020c-5c6375afda17,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,3,2025-06-21 20:50:52.586,2025-06-21 20:50:52.586
e3818d12-deb9-4cb3-8b7f-c91375d563e7,,0180b96e-0f8c-1ebd-92f4-ad5195e4f6ca,2,2025-04-20 20:50:52.586,2025-04-20 20:50:52.586
75e33878-830b-4adc-ad24-1a6f0af4da60,0180b96e-0fe9-1534-5d02-756b4e686fad,,3,2025-02-21 20:50:52.586,2025-02-21 20:50:52.586
18d98645-525d-4613-b8a2-d97d54e807ca,,,5,2024-12-30 20:50:52.586,2024-12-30 20:50:52.586
847d8a28-cf14-4d9f-bbcc-11ebc2cfa3ad,,0180b96e-0f8c-fefb-d2cd-d565a7467abe,6,2025-02-11 20:50:52.586,2025-02-11 20:50:52.586
4680ee3e-1a85-4130-a36b-42655eb6ec1a,0180b96e-0fe9-e7ec-df77-d64d1862ba24,,3,2025-03-15 20:50:52.586,2025-03-15 20:50:52.586
2a80412c-b145-42cb-af1f-5b9d1c611e9c,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,4,2025-02-06 20:50:52.586,2025-02-06 20:50:52.586
05cead36-4894-4099-a85c-9eeb7e6ab8e0,0180b96e-0fe9-be8b-020c-5c6375afda17,,6,2024-11-22 20:50:52.586,2024-11-22 20:50:52.586
31186fc1-94e7-48ec-bfeb-dc5f919f763f,0180b96e-0fe9-1534-5d02-756b4e686fad,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,6,2024-11-25 20:50:52.586,2024-11-25 20:50:52.586
d1ca12c7-7dcb-463a-b55a-b15840ca6ea1,0180b96e-0fe9-2a80-24d8-fb5c3322324e,eb8d9795-542f-411f-84fe-20b745a0377c,2,2024-11-08 20:50:52.586,2024-11-08 20:50:52.586
0b422b39-0d2f-4d44-b459-4e363ce76500,,eb8d9795-542f-411f-84fe-20b745a0377c,3,2025-05-01 20:50:52.587,2025-05-01 20:50:52.587
dda2cb2c-36b1-43e1-b81d-715393f0fe2e,0180b96e-0fe9-be8b-020c-5c6375afda17,,5,2024-11-22 20:50:52.587,2024-11-22 20:50:52.587
d83b3214-6812-4556-b219-7381db540c35,0180b96e-0fe9-e7ec-df77-d64d1862ba24,,6,2025-04-05 20:50:52.587,2025-04-05 20:50:52.587
920a95cd-5fe3-4a14-84fa-0e93a6b772d3,,,3,2025-03-28 20:50:52.587,2025-03-28 20:50:52.587
43bbfc89-1640-41dd-a332-fb68a7bf9d19,0180b96e-0fe9-e7ec-df77-d64d1862ba24,,2,2024-11-30 20:50:52.587,2024-11-30 20:50:52.587
db513614-91f6-4335-b165-ad24032c99fc,,0180b96e-0f8c-fefb-d2cd-d565a7467abe,2,2025-05-25 20:50:52.587,2025-05-25 20:50:52.587
28fdb114-e2f8-49ce-bef2-767891b114ae,,,5,2024-12-20 20:50:52.587,2024-12-20 20:50:52.587
66056d50-7f37-4e2f-8a2a-53a0259743a5,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,4,2025-01-09 20:50:52.587,2025-01-09 20:50:52.587
2eba1789-8d15-48e4-a598-5a78f807c451,,0180b96e-0f8c-fefb-d2cd-d565a7467abe,6,2025-01-02 20:50:52.587,2025-01-02 20:50:52.587
829525e3-6de8-42ff-b69e-80410412322a,,ab391ceb-f39b-484b-a6bf-2d701a2b8907,1,2025-03-22 20:50:52.587,2025-03-22 20:50:52.587
519f4163-8d1f-46a1-828d-22bbc754a0cd,,,5,2025-09-06 20:50:52.587,2025-09-06 20:50:52.587
c6001684-176a-4a36-8dfe-7612e6a651c5,0180b96e-0fe9-1534-5d02-756b4e686fad,,4,2025-07-27 20:50:52.587,2025-07-27 20:50:52.587
7977b851-0363-4e99-96a0-ee452eb7c87c,,,1,2025-01-12 20:50:52.587,2025-01-12 20:50:52.587
81836520-d072-4b5d-abfa-8b15f9a6be09,,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,6,2025-01-15 20:50:52.587,2025-01-15 20:50:52.587
a6b16168-72e6-4ce8-a73b-87d8a2cf33e5,,,4,2025-05-07 20:50:52.587,2025-05-07 20:50:52.587
b67ad0c7-b114-4eef-85bd-38a105c45959,,,1,2025-01-14 20:50:52.587,2025-01-14 20:50:52.587
fe4ed983-8dc0-4deb-896a-72f33aa9eed6,0180b96e-0fe9-be8b-020c-5c6375afda17,ab391ceb-f39b-484b-a6bf-2d701a2b8907,6,2025-08-05 20:50:52.587,2025-08-05 20:50:52.587
a2adf180-04d3-454c-9fd0-e8c565170820,,,1,2025-09-01 20:50:52.587,2025-09-01 20:50:52.587
55f882b5-9ed3-43ca-98ec-2ee798e7243d,,,5,2025-05-02 20:50:52.587,2025-05-02 20:50:52.587
cf6fdca7-7930-40bd-a831-a6b8367471e3,0180b96e-0fe9-be8b-020c-5c6375afda17,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,3,2024-12-08 20:50:52.587,2024-12-08 20:50:52.587
1bd0fc9b-2b0b-43e9-93bd-905208616402,0180b96e-0fe9-be8b-020c-5c6375afda17,eb8d9795-542f-411f-84fe-20b745a0377c,6,2024-10-25 20:50:52.587,2024-10-25 20:50:52.587
d89fa798-0dc8-42f5-bb1d-3e7ed66fb4b4,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,1,2025-02-13 20:50:52.587,2025-02-13 20:50:52.587
8355877f-e9ee-4ed3-8246-43850506b612,,,4,2025-04-02 20:50:52.587,2025-04-02 20:50:52.587
5070c2f8-54c6-4a32-9ef0-829867994905,,,4,2025-03-21 20:50:52.587,2025-03-21 20:50:52.587
d6c29e4c-b5ac-43dd-877a-2e302627e7d3,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,4,2025-08-08 20:50:52.587,2025-08-08 20:50:52.587
c0851976-3f33-4712-b55f-847f875cd4a6,,eb8d9795-542f-411f-84fe-20b745a0377c,5,2025-07-01 20:50:52.587,2025-07-01 20:50:52.587
adca1baa-6f7e-4df3-abb8-e439b384c8a9,,,6,2025-05-04 20:50:52.587,2025-05-04 20:50:52.587
84d06298-e6a1-4b1a-b5fd-35b5a720bd0b,,0180b96e-0f8c-1ebd-92f4-ad5195e4f6ca,5,2025-05-29 20:50:52.587,2025-05-29 20:50:52.587
e5c92c75-c0d7-4162-a457-feab03dd1048,,,5,2024-12-25 20:50:52.587,2024-12-25 20:50:52.587
73163e77-e05b-4745-a666-800f85d3dda0,,,1,2025-07-12 20:50:52.587,2025-07-12 20:50:52.587
0424c4f0-14d4-459c-ad18-eb139f4c45c6,,0180b96e-0f8c-fefb-d2cd-d565a7467abe,3,2025-08-11 20:50:52.587,2025-08-11 20:50:52.587
e8bf536c-4e22-468f-8d96-810e8ca26736,,,3,2025-01-30 20:50:52.587,2025-01-30 20:50:52.587
dd55ea3a-f05a-4022-b6be-2dfef7f40abf,0180b96e-0fe9-1534-5d02-756b4e686fad,,3,2025-07-10 20:50:52.587,2025-07-10 20:50:52.587
efa64507-f971-4373-9977-24e4467af206,0180b96e-0fe9-1534-5d02-756b4e686fad,,1,2025-09-16 20:50:52.587,2025-09-16 20:50:52.587
a4117d15-f303-4cf2-b54f-09d486577362,,,6,2025-03-18 20:50:52.587,2025-03-18 20:50:52.587
db4a7fc9-1abb-4ed6-b013-77967dc30d3b,,,4,2025-06-04 20:50:52.587,2025-06-04 20:50:52.587
7025d779-3356-42b5-87fe-1c1c50e4acf4,,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,2,2025-02-24 20:50:52.587,2025-02-24 20:50:52.587
bc51e0a4-7c38-4ce2-82b1-19dc567eb344,0180b96e-0fe9-e7ec-df77-d64d1862ba24,ab391ceb-f39b-484b-a6bf-2d701a2b8907,1,2024-12-09 20:50:52.587,2024-12-09 20:50:52.587
b21b2534-341a-4a71-bd11-6f2fc7b491a5,,,3,2025-05-22 20:50:52.587,2025-05-22 20:50:52.587
6c3904a8-6fcd-49f0-b9db-6f3cc5cb68ae,0180b96e-0fe9-2a80-24d8-fb5c3322324e,ab391ceb-f39b-484b-a6bf-2d701a2b8907,6,2025-01-16 20:50:52.587,2025-01-16 20:50:52.587
4491a9c7-4e45-42f2-b355-a471c00c518e,,,1,2025-06-15 20:50:52.587,2025-06-15 20:50:52.587
4ec48126-81bf-445f-82b6-cb35cf06a32c,,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,1,2025-09-13 20:50:52.587,2025-09-13 20:50:52.587
ee3c3a2f-5440-4359-b011-aa53d24a54ec,0180b96e-0fe9-be8b-020c-5c6375afda17,,6,2025-07-30 20:50:52.587,2025-07-30 20:50:52.587
24ffbfe4-6d4c-4a41-8d08-860a56685e04,0180b96e-0fe9-be8b-020c-5c6375afda17,0180b96e-0f8c-1ebd-92f4-ad5195e4f6ca,1,2025-06-20 20:50:52.587,2025-06-20 20:50:52.587
6753e2fe-41ae-4264-9998-c416b67f4219,0180b96e-0fe9-be8b-020c-5c6375afda17,,2,2025-04-26 20:50:52.587,2025-04-26 20:50:52.587
d098cd61-6f7e-45cb-8ae1-df724838c438,,0180b96e-0f8c-fefb-d2cd-d565a7467abe,6,2024-12-11 20:50:52.587,2024-12-11 20:50:52.587
216a7dbb-5e8b-48da-894e-681ae10fc527,,eb8d9795-542f-411f-84fe-20b745a0377c,6,2025-07-09 20:50:52.587,2025-07-09 20:50:52.587
eff2e9c8-9ce2-42f4-bbdf-85f0da384a7d,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,4,2025-05-29 20:50:52.587,2025-05-29 20:50:52.587
203df625-e056-4758-b639-6fa11d2e8fa6,,,2,2025-02-27 20:50:52.587,2025-02-27 20:50:52.587
78bfb11a-87a1-4769-b61f-17b30bab3961,,,2,2024-11-01 20:50:52.587,2024-11-01 20:50:52.587
d9b0d49c-e4f8-4ba6-9d57-525faa9c6e4f,0180b96e-0fe9-be8b-020c-5c6375afda17,,4,2025-09-08 20:50:52.587,2025-09-08 20:50:52.587
a72aff70-7608-45e4-bad1-a8357c7da8ea,0180b96e-0fe9-1534-5d02-756b4e686fad,,1,2025-09-16 20:50:52.587,2025-09-16 20:50:52.587
bfef7ff7-8446-424b-a823-5ba298f1c5d5,,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,2,2025-09-08 20:50:52.587,2025-09-08 20:50:52.587
a75bf70a-bdb3-457c-ab7a-df1e9a5d8f48,,eb8d9795-542f-411f-84fe-20b745a0377c,3,2025-01-30 20:50:52.587,2025-01-30 20:50:52.587
347a49c0-7012-425e-b445-4d093046ff62,,,6,2025-09-19 20:50:52.587,2025-09-19 20:50:52.587
7c1349b8-96d6-4ab4-89db-8eccc60c0302,,,2,2025-07-01 20:50:52.587,2025-07-01 20:50:52.587
0102a7a2-ad57-43c9-b584-37c39064ac2a,0180b96e-0fe9-e7ec-df77-d64d1862ba24,,1,2025-04-05 20:50:52.587,2025-04-05 20:50:52.587
45a5ddd1-b6c9-4441-bf0f-96e4b0fe208e,,ab391ceb-f39b-484b-a6bf-2d701a2b8907,6,2024-12-05 20:50:52.587,2024-12-05 20:50:52.587
effad44d-1774-4fbc-a0e1-d8ccc785fd15,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,1,2025-05-10 20:50:52.587,2025-05-10 20:50:52.587
8ce36381-59f3-41f4-b87a-eee3dc359206,,,3,2025-04-26 20:50:52.587,2025-04-26 20:50:52.587
4382fbf7-aa77-41d5-ac2a-a1b4917bb1fa,0180b96e-0fe9-2a80-24d8-fb5c3322324e,0180b96e-0f8c-fefb-d2cd-d565a7467abe,6,2025-02-20 20:50:52.587,2025-02-20 20:50:52.587
2a3cc8c9-04bc-4171-b9e7-5a4e57dc09ba,,0180b96e-0f8c-1ebd-92f4-ad5195e4f6ca,5,2025-06-05 20:50:52.587,2025-06-05 20:50:52.587
6f667912-7a9b-4e71-9a08-0e81239a3666,,,1,2025-09-09 20:50:52.587,2025-09-09 20:50:52.587
c7010e4a-ac98-475d-89e3-442d959120a7,,eb8d9795-542f-411f-84fe-20b745a0377c,4,2025-02-13 20:50:52.587,2025-02-13 20:50:52.587
f4d86eb8-c4fc-488c-815e-a896480d5c4a,0180b96e-0fe9-e7ec-df77-d64d1862ba24,ab391ceb-f39b-484b-a6bf-2d701a2b8907,5,2025-08-16 20:50:52.587,2025-08-16 20:50:52.587
2587a219-1388-4bbf-b0ae-bf3108e803ef,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,3,2024-12-18 20:50:52.587,2024-12-18 20:50:52.587
05575c55-23db-48bb-860d-ae33851ea4f1,,ab391ceb-f39b-484b-a6bf-2d701a2b8907,4,2025-02-08 20:50:52.587,2025-02-08 20:50:52.587
7be4a4d4-63b1-4bbe-9064-334c92ce4ea8,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,6,2024-12-04 20:50:52.587,2024-12-04 20:50:52.587
a9b2790f-2775-40bf-9d3c-64ae937a0d37,0180b96e-0fe9-be8b-020c-5c6375afda17,,6,2024-12-17 20:50:52.588,2024-12-17 20:50:52.588
77779959-f7d5-4bcd-9189-2cd833852cac,,0180b96e-0f8c-fefb-d2cd-d565a7467abe,4,2024-10-23 20:50:52.588,2024-10-23 20:50:52.588
12649a89-4a91-4776-ab27-a2a5d461e9e0,0180b96e-0fe9-1534-5d02-756b4e686fad,,4,2024-11-06 20:50:52.588,2024-11-06 20:50:52.588
af15b4d0-ecb1-42d5-88b5-62e255c70ff4,,ab391ceb-f39b-484b-a6bf-2d701a2b8907,6,2025-09-02 20:50:52.588,2025-09-02 20:50:52.588
58f809c3-efb0-42d6-a05e-7071da03472a,,,4,2025-02-17 20:50:52.588,2025-02-17 20:50:52.588
c7abde0f-5c86-4c1a-abf6-6e3e93fc85cd,,,4,2025-03-10 20:50:52.588,2025-03-10 20:50:52.588
d2f7ff79-faa4-47cf-b9aa-bb4de3328b37,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,3,2025-02-07 20:50:52.588,2025-02-07 20:50:52.588
3eae19b6-0671-4b9c-884b-26f4f5b93a76,,,1,2025-03-24 20:50:52.588,2025-03-24 20:50:52.588
0849c333-8621-4c03-8efe-5ca3b0876daa,0180b96e-0fe9-e7ec-df77-d64d1862ba24,0180b96e-0f8c-1ebd-92f4-ad5195e4f6ca,4,2025-04-10 20:50:52.588,2025-04-10 20:50:52.588
eab497c4-c9d0-4e55-89d9-dcabcebfd46d,,,2,2025-09-03 20:50:52.588,2025-09-03 20:50:52.588
b95ff4cb-d6ca-49cb-93f1-a534220346d4,,0180b96e-0f8c-fefb-d2cd-d565a7467abe,6,2025-03-31 20:50:52.588,2025-03-31 20:50:52.588
a242e537-5102-402d-9d7d-8f7c45b94abc,,,6,2024-11-03 20:50:52.588,2024-11-03 20:50:52.588
